Missile	*ID	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	*CanSlow?	Radius	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	CollisionOverlap	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	EMax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	OnDiedSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	MissileWeaponVFX	*eol
bonespiritarbiterfour	1696	1		1																																																	15	15			30			3		255	255	255	4	4	1	BoneSpirit	1024	8	16					3	1				1			1	2				1					1				1		1	1	1			1		1		4		8																																					8			necromancer_bonespirit_1	paladin_holybolt_impact_1																				0
bonespearflurry	1697	19		15					1		2										1		2																																		32			5		222	222	255	0	0	1	blessedhammer	1024	6	16																																		1																																											64									bonespearflurryfury							bonespearflurryfury								0
bonespearflurryfury	1698	1	25	1	20																												30		1						30		1										12	12			30			5		222	222	255	4	4	1	blessedhammer	1024	6	16																							1											1																																											64												bonespearflurrybolt							bonespearflurrybolt					0
bonespearflurrybolt	1699	1		1																																																	15	15			30			5		222	222	255	0	0	1	blessedhammer	1024	6	16					3					1								1												1	1			1		1																																									64																								0
coldwavemonuber	1700	52		31																																																	11	11			200			5		143	143	255	15	15	0	BlueNovaB	1024	8	8					3								1	1				1												1	1		100	1		1		4		8																																					32	1		baal_coldtrail						coldwavemonuberspawner							coldwavemonuberspawner								0
coldwavemonuberspawner	1701	19	4	15	5				29		1										29		1										64								64												7	7			60			5		143	143	255	15	15	0	BlueNovaB	1024	8	8					3	1							1	1				1					1							1	1		100	1		1		4		8																																				48	32	1								coldwavemonuberfury			coldwavemonuberfury				coldwavemonuberfury			coldwavemonuberfury					0
coldwavemonuberfury	1702	1	25	1	20																												25		1						25		1																	5		143	143	255	0	0	0	BlueNovaB	1024	8	8										1			1	1				1					1							1	1			1																																										48	32	1											coldwavemonuberbolt							coldwavemonuberbolt					0
coldwavemonuberbolt	1703	1		1																																																	10	10			50			5		143	143	255	10	10	0	BlueNovaB	1024	8	8					3					1			1	1				1												1	1		100	1		1		4		8																																				48	32	1		baal_coldtrail																					0
towerspawner	1704	1		1	6																												971		NU																		12	12			50					255	255	255	1	0	0	expansion\caltrops	1024	8	16		1		7	6													1					1	1			1													8																																					32																								0
doublecoldwave	1705	1	4	1	5																												16								16																25			6		81	81	255	1	0	1	IceOrb	1024	16	16																		1					1				1			1	1			1																																											1												doublecoldwavespawner							doublecoldwavespawner					0
doublecoldwavespawner	1706	1	25	1	20																												50		1						50		1										100	100			7			6		81	81	255	1	0	1	IceOrb	1024	16	16																		1					1				1			1	1			1																																											1												doublecoldwavemain							doublecoldwavemain					0
doublecoldwavemain	1707	46		22																																																	9	9			80			5		143	143	255	0	0	0	BlueNovaB	1024	8	8								1										2												1	1		100	1		1		4		8																																					32	1		baal_coldtrail						doublecoldwavesecondary							doublecoldwavesecondary								0
doublecoldwavesecondary	1708	1		1																																																	7	7			40			5		143	143	255	0	0	0	BlueNovaB	1024	8	8					3			1										2												1	1		100	1		1		4		8																																					32	1																							0
towerweaken	1709	1		1	18																																																50	50			15					192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3		1						1	4				1																1																																											32																								0
meteorprison	1710	1	4	1	5																												4								4																			6		81	81	255	1	0	1	IceOrb	1024	16	16																		1					1				1			1	1			1																																											1												meteorprisonfury							meteorprisonfury					0
meteorprisonfury	1711	1	25	1	20																												25	range	1	max (0 = skill)					25	range	1	max (0 = skill)									50	50			8					255	255	255	3	3	0	IceArrow	1024	1	16										1								1					1							1	1			1																																											64												meteorprisonspawner							meteorprisonspawner					0
meteorprisonspawner	1712	19		15					8		2										8		2																														12	12			40			5		222	222	255	0	0	1	blessedhammer	1024	6	16																																		1																																											64									meteorcentermonuber							meteorcentermonuber								0
hominglightning	1713	1	25	1	20																												35	range	1	max (0 = skill)					35	range	1	max (0 = skill)									25	25			15			3		255	255	255	4	4	1	BoneSpirit	1024	8	16					3	1				1			1	2				1					1							1	1			1		1		4		8																																					8			sorceress_lightning_1									hominglightningtwo							hominglightningtwo					0
hominglightningtwo	1714	1	25	1	20																												30	range	1	max (0 = skill)					30	range	1	max (0 = skill)									25	25			15			3		255	255	255	4	4	1	BoneSpirit	1024	8	16					3	1				1			1	2				1					1				1			1	1			1		1		4		8																																					8			sorceress_lightning_1									hominglightningthree							hominglightningthree					0
hominglightningthree	1715	1		1																													30	range	1	max (0 = skill)					30	range	1	max (0 = skill)									25	25			15			3		255	255	255	4	4	1	BoneSpirit	1024	8	16					3	1				1			1	2				1					1				1			1	1			1		1		4		8																																					8			sorceress_lightning_1																					0
flurryofballs	1716	19		15					10		13										10		13																																		100			5		222	222	255	0	0	1	blessedhammer	1024	6	16																																		1																																											64									flurryofballsone							flurryofballsone								0
flurryofballsone	1717	1	25	1	20																												30	range (0=skill)	1	max (0 = skill)					30	range (0=skill)	1	max (0 = skill)									20	20			20			9		255	255	255	5	5	1	MephistoMissile	1024	10	16					3	1				1								2					1							1	1			1		1		4																																							16			mephisto_orb	sorceress_fireball_impact_1				mephistoexplosion				flurryofballstwo							flurryofballstwo					0
flurryofballstwo	1718	1	25	1	20																												25	range (0=skill)	1	max (0 = skill)					25	range (0=skill)	1	max (0 = skill)									20	20			15			9		255	255	255	5	5	1	MephistoMissile	1024	10	16					3	1				1								2					1							1	1			1		1		4																																							16			mephisto_orb	sorceress_fireball_impact_1				mephistoexplosion				flurryofballsthree							flurryofballsthree					0
flurryofballsthree	1719	1	25	1	20																												25	range (0=skill)	1	max (0 = skill)					25	range (0=skill)	1	max (0 = skill)									20	20			15			9		255	255	255	5	5	1	MephistoMissile	1024	10	16					3	1				1								2					1							1	1			1		1		4																																							16			mephisto_orb	sorceress_fireball_impact_1				mephistoexplosion				flurryofballsfour							flurryofballsfour					0
flurryofballsfour	1720	1	25	1	20																												25	range (0=skill)	1	max (0 = skill)					25	range (0=skill)	1	max (0 = skill)									20	20			15			9		255	255	255	5	5	1	MephistoMissile	1024	10	16					3	1				1								2					1							1	1			1		1		4																																							16			mephisto_orb	sorceress_fireball_impact_1				mephistoexplosion				flurryofballsfive							flurryofballsfive					0
flurryofballsfive	1721	1		1																													25	range (0=skill)	1	max (0 = skill)					25	range (0=skill)	1	max (0 = skill)									20	20			15			9		255	255	255	5	5	1	MephistoMissile	1024	10	16					3	1				1								2					1							1	1			1		1		4																																							16			mephisto_orb	sorceress_fireball_impact_1				mephistoexplosion																0
heavenslight	1722	50		28					15	damage freq (0 = look at skill)	18	radius (0 = look at skill)	1	start frame	75	end frame	30	lob			15	damage freq (0 = look at skill)	18	radius (0 = look at skill)	1	start frame	75	end frame	30	lob																											76					0	0	0	0	0	1	null	1024	30	16		1	17	18					1	1		1						3	1	25			1																																																						1									heavenslightspawner							heavenslightspawner								0
heavenslightspawner	1723	1	55	1	51																																																100	100			10					0	0	0	0	0	1	null	1024	15	16					6	1				1								2					1				1							1																																											1												heavenslightlight							heavenslightlight					0
heavenslightlight	1724	1	4	1	5																												64								64																125			6		81	81	255	1	0	1	IceOrb	1024	16	16					3	1				1								2																1																																											1												heavenslightpulsar							heavenslightpulsar					0
heavenslightpulsar	1725	19		15					5		1										5		1																																		25			6		81	81	255	1	0	1	IceOrb	1024	16	16										1								2																1																																											1									heavenslightnovasec							heavenslightnovasec								0
heavenslightnovasec	1726	1	25	1	20																												3		1						3		1																	6		81	81	255	1	0	1	IceOrb	1024	16	16					3	1				1								2																1																																											1												heavenslightnova							heavenslightnova					0
heavenslightnova	1727	1	4	1	5																												2								2																			6		81	81	255	1	0	1	IceOrb	1024	16	16					3	1				1								2																1																																											1												heavenslightbolt							heavenslightbolt					0
heavenslightbolt	1728	1		1	18																																																50	50			10					192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3		1						1	1				3																1																																											32																								0
flurryoflightning	1729	1	4	1	5																												16								16																			6		81	81	255	1	0	1	IceOrb	1024	16	16										1								2					1							1	1			1																																											1												flurryoflightningspawner							flurryoflightningspawner					0
flurryoflightningspawner	1730	1	4	1	5																												64								64												60	60			8			6		81	81	255	1	0	1	IceOrb	1024	16	16					6	1				1								1					1							1	1			1																																											1												flurryoflightningorb							flurryoflightningorb					0
flurryoflightningorb	1731	19		15					8		13										8		13																																		80			5		222	222	255	0	0	1	blessedhammer	1024	6	16																							1							1	1			1																																											64			sorceress_chargedbolt_1						flurryoflightningfury							flurryoflightningfury								0
flurryoflightningfury	1732	1	25	1	20																												35	range (0=skill)	1	max (0 = skill)					35	range (0=skill)	1	max (0 = skill)									10	10			25			9		255	255	255	5	5	1	MephistoMissile	1024	10	16					3	1				1								1					1							1	1			1		1		4																																							16			sorceress_chargedbolt_1									flurryoflightningbolt							flurryoflightningbolt					0
flurryoflightningbolt	1733	1		1																																																	10	10			125			9		255	255	255	5	5	1	MephistoMissile	1024	10	16					3	1				1								1					1							1	1			1		1		4																																							16			sorceress_chargedbolt_1																					0
poisonbombuber	1734	1	4	1	5																												2								2												10	10			150			6		81	81	255	1	0	1	IceOrb	1024	16	16					6	1				1								1					1							1	1			1																																											1												poisonbombubercloud							poisonbombubercloud					0
poisonbombubercloud	1735	1		1																																																	15	15			5			2		128	255	128	0	0	1	PoisonSparks	1024	31	16		1	10	19	3					1		1	1	4				2					1							1	1			1		1		4																																							8			object_poison_loop																					0
flurryoffire	1736	1	4	1	5																												64								64												25	25			20			7		255	178	64	6	6	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16												flurryoffirespawnerone							flurryoffirespawnerone					0
flurryoffirespawnerone	1737	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16									flurryoffirefuryone			flurryoffirespawnersecone				flurryoffirefuryone			flurryoffirespawnersecone					0
flurryoffirespawnersecone	1738	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16									flurryoffiremeteorcenter			flurryoffiredamage				flurryoffiremeteorcenter			flurryoffiredamage					0
flurryoffirefuryone	1739	1	25	1	20																												40		1						40		1																	7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16												flurryoffiretwo							flurryoffiretwo					0
flurryoffiretwo	1740	1	4	1	5																												64								64												25	25			20			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16												flurryoffirespawnertwo							flurryoffirespawnertwo					0
flurryoffirespawnertwo	1741	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16									flurryoffirefurytwo			flurryoffirespawnersectwo				flurryoffirefurytwo			flurryoffirespawnersectwo					0
flurryoffirespawnersectwo	1742	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16									flurryoffiremeteorcenter			flurryoffiredamage				flurryoffiremeteorcenter			flurryoffiredamage					0
flurryoffirefurytwo	1743	1	25	1	20																												40		1						40		1																	7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16												flurryoffirethree							flurryoffirethree					0
flurryoffirethree	1744	1	4	1	5																												64								64												25	25			20			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16												flurryoffirespawnerthree							flurryoffirespawnerthree					0
flurryoffirespawnerthree	1745	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16									flurryoffirefurythree			flurryoffirespawnersecthree				flurryoffirefurythree			flurryoffirespawnersecthree					0
flurryoffirespawnersecthree	1746	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16									flurryoffiremeteorcenter			flurryoffiredamage				flurryoffiremeteorcenter			flurryoffiredamage					0
flurryoffirefurythree	1747	1	25	1	20																												40		1						40		1																	7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16												flurryoffirefour							flurryoffirefour					0
flurryoffirefour	1748	1	4	1	5																												64								64												25	25			20			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16												flurryoffirespawnerfour							flurryoffirespawnerfour					0
flurryoffirespawnerfour	1749	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16									flurryoffirefuryfour			flurryoffirespawnersecfour				flurryoffirefuryfour			flurryoffirespawnersecfour					0
flurryoffirespawnersecfour	1750	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16									flurryoffiremeteorcenter			flurryoffiredamage				flurryoffiremeteorcenter			flurryoffiredamage					0
flurryoffirefuryfour	1751	1	25	1	20																												40		1						40		1																	7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16												flurryoffirefive							flurryoffirefive					0
flurryoffirefive	1752	1	4	1	5																												64								64												25	25			20			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16												flurryoffirespawnerfive							flurryoffirespawnerfive					0
flurryoffirespawnerfive	1753	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16									flurryoffirefuryfive			flurryoffirespawnersecfive				flurryoffirefuryfive			flurryoffirespawnersecfive					0
flurryoffirespawnersecfive	1754	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16									flurryoffiremeteorcenter			flurryoffiredamage				flurryoffiremeteorcenter			flurryoffiredamage					0
flurryoffirefuryfive	1755	1	25	1	20																												40		1						40		1																	7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16												flurryoffiresix							flurryoffiresix					0
flurryoffiresix	1756	1	4	1	5																												64								64												25	25			20			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16												flurryoffirespawnersix							flurryoffirespawnersix					0
flurryoffirespawnersix	1757	1	30	1	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16												flurryoffirespawnersecsix							flurryoffirespawnersecsix					0
flurryoffirespawnersecsix	1758	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16									flurryoffiremeteorcenter			flurryoffiredamage				flurryoffiremeteorcenter			flurryoffiredamage					0
flurryoffirefurysix	1759	1		1																													40		1						40		1																	7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																		fire																			16																								0
flurryoffiredamage	1760	1	1	1	1																												7	damage radius							3	explosions radius	1	explosions density																7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1		1		5	2	8																		fire																			16			sorceress_fireball_1	sorceress_fireball_impact_1				explodingarrowexp											fireexplosion2					0
flurryoffiremeteorcenter	1761	9	18	1	14																59	Missile Frames (Min=1)	25	Missile Fall Rate (Used with Frames to determine Height) (Min=1)	15	Missile Slide Rate (Used with Frames to determine Offset) (Min=1)							6	"Explosion Radius (If 0, then use Skill aurarangecalc)"	1	Increment for # of HitSubMissile1 created (Higher value means less Missiles created) (Min=1)					5	# of CltHitSubMissile1 created	3	# of CltHitSubMissile3 created	15	# of CltHitSubMissile4 created											60			4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16												1						1					1								1			1		1		5	2	8																																					1						sorceress_meteor_impact										meteormonuber	meteortailmonuber		meteorexplodemonuber	whitelightmissile				0
rainofdoommeteorcenter	1762	9	18	1	14																59	Missile Frames (Min=1)	25	Missile Fall Rate (Used with Frames to determine Height) (Min=1)	15	Missile Slide Rate (Used with Frames to determine Offset) (Min=1)							6	"Explosion Radius (If 0, then use Skill aurarangecalc)"	1	Increment for # of HitSubMissile1 created (Higher value means less Missiles created) (Min=1)					5	# of CltHitSubMissile1 created	3	# of CltHitSubMissile3 created	15	# of CltHitSubMissile4 created											60			4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16								1				1						1					1								1			1		1		5	2	8																																					1						sorceress_meteor_impact										meteormonuber	meteortailmonuber		meteorexplodemonuber	whitelightmissile				0
doomsdayweakenlivecheck	1763	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	3	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	3	end frame	30	lob																											4			3		255	255	0	2	2	1	SafeArrow	1024	5	16								1		1								1					1											1																								mag																			32									doomsdayweakenmainspawner							doomsdayweakenmainspawner								0
doomsdayweakenmainspawner	1764	1	4	1	5																												64								64																					255	255	255	0	0	0	null	1024	1	16										1													1							1	1			1																																											32												doomsdayweaken							doomsdayweaken					0
doomsdayweaken	1765	19	4	15	5																												64								64																1					255	255	255	0	0	0	null	1024	1	16										1													1							1	1			1																																											32									doomsdayweakenangel			doomsdayweakenbuff				doomsdayweakenangel			doomsdayweakenbuff					0
doomsdayweakenangel	1766	1	4	1	5																												32								32																					255	255	255	0	0	0	null	1024	1	16					3					1								2					1							1	1			1																																											32												doomsdayweakenbolt							doomsdayweakenbolt					0
doomsdayweakenbolt	1767	1		1	6																												975		NU																		50	50			3					255	255	255	0	0	0	null	1024	1	16					6	1				1								2					1	1						1	1			1																																											32								teethexplode																0
doomsdayweakenbuff	1768	1	4	1	5																												1								1																					255	255	255	0	0	0	null	1024	1	16					6	1				1								1					1							1	1			1																																											32												doomsdayweakenbuffbolt							doomsdayweakenbuffbolt					0
doomsdayweakenbuffbolt	1769	1		1	18																																																100	100			10					255	255	255	0	0	0	null	1024	1	16					3		1			1								3					1							1	1			1																																											32																								0
doomsdaybuff	1770	1		1	21																																																50	50			10					192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3			1					1	4				1					1											1																																											32			barbarian_circle_1																					0
firenovauber	1771	1	4	1	5																												1								1																35			3		255	255	255	1	0	1	groundFireBig	1024	37	16		1	12	36				1		1								1					1											1						8																																				32	1			diablo_firecircle									firenovauberbolt							firenovauberbolt					0
firenovauberbolt	1772	19		15					1		1										2		1																														30	30			50			3		255	255	255	2	2	1	groundFireBig	1024	37	16		1	12	36	3			1		1			1	5				2					1							1	1			1		1		4		8																																				32	1			diablo_firecircle						firenovauberfire							firenovauberfire								0
firenovauberfire	1773	1		1																																																					25					128	255	128	1	1	0	Javelin	1024	8	16		1	12	36	3					1								3					1							1	1			1				4		8																		fire	250						250											32	32		41																						0
lightfireuber	1774	1	10	1							30	Minimum range																																									35	35			30			3		255	255	255	1	0	0	DiabloLightning	1024	15	16					3			1		1								3											1					1	1		Light Fire Boss Mon Uber	4																																							8		41	diablo_laser	fingermage_bolt_impact_1			diablolightning																	0
meteorline	1775	19		15					4		1										4		1																														30	30			50			3		255	255	255	1	0	1	groundFireBig	1024	37	16		1	12	36				1		1			1	5				2					1							1	1			1				4		8																																				32	1			diablo_firecircle						meteorlinemeteorcenter							meteorlinemeteorcenter								0
meteorlinemeteorcenter	1776	9	18	1	14																59	Missile Frames (Min=1)	25	Missile Fall Rate (Used with Frames to determine Height) (Min=1)	15	Missile Slide Rate (Used with Frames to determine Offset) (Min=1)							6	"Explosion Radius (If 0, then use Skill aurarangecalc)"	1	Increment for # of HitSubMissile1 created (Higher value means less Missiles created) (Min=1)					5	# of CltHitSubMissile1 created	3	# of CltHitSubMissile3 created	15	# of CltHitSubMissile4 created											60			4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16								1				1						1					1								1			1		1		5	2	8																																					1						sorceress_meteor_impact										meteormonuber	meteortailmonuber		meteorexplodemonuber	whitelightmissile				0
sandsoftime	1777	1	4	1	5																												13								13																			3		255	255	255	1	0	1	groundFireBig	1024	37	16		1	12	36	3			1		1								2					1						1					1																																										32	1			diablo_firecircle									sandsoftimeone							sandsoftimeone					0
sandsoftimeone	1778	1	25	1	20	9																											25		1						25		1						5	stun len (0 = skill)			20	20			25					255	255	255	0	0	1	bug	1024	5	5					3	1		1		1								1					1						1	1	1					1		4																																						96	4			druid_twister	sorceress_blizzard_impact_1								sandsoftimetwo							sandsoftimetwo					0
sandsoftimetwo	1779	1	25	1	20	9																											25		1						25		1						5	stun len (0 = skill)			20	20			25					255	255	255	0	0	1	bug	1024	5	5					3	1		1		1								1					1						1	1	1					1		4																																						96	4			druid_twister	sorceress_blizzard_impact_1								sandsoftimethree							sandsoftimethree					0
sandsoftimethree	1780	1	25	1	20	9																											25		1						25		1						5	stun len (0 = skill)			20	20			25					255	255	255	0	0	1	bug	1024	5	5					3	1		1		1								1					1						1	1	1					1		4																																						96	4			druid_twister	sorceress_blizzard_impact_1								sandsoftimefour							sandsoftimefour					0
sandsoftimefour	1781	1	25	1	20	9																											25		1						25		1						5	stun len (0 = skill)			20	20			25					255	255	255	0	0	1	bug	1024	5	5					3	1		1		1								1					1						1	1	1					1		4																																						96	4			druid_twister	sorceress_blizzard_impact_1								sandsoftimefive							sandsoftimefive					0
sandsoftimefive	1782	1		1		9																																											5	stun len (0 = skill)			20	20			25					255	255	255	0	0	1	bug	1024	5	5					3	1		1		1								1					1						1	1	1					1		4																																						96	4			druid_twister	sorceress_blizzard_impact_1																				0
eternalpendulum	1783	1	4	1	5																												64								64																			3		255	255	255	1	0	1	groundFireBig	1024	37	16		1	12	36	3			1		1								2					1						1					1																																										32	1			diablo_firecircle									eternalpendulumspawner							eternalpendulumspawner					0
eternalpendulumspawner	1784	1		1	6																												979		NU																		50	50			5					0	0	0	0	0	1	null	1024	15	16					3	1		1		1								2					1											1																																											1																								0
convergingaxes	1785	1	4	1	5																												8								8																			3		255	255	255	1	0	1	groundFireBig	1024	37	16		1	12	36	3			1		1								2					1						1					1																																										32	1												convergingaxesbolt							convergingaxesbolt					0
convergingaxesbolt	1786	20		16					40		5										40		5																														18	18			43					255	255	255	8	8	0	IceArrow	1024	1	16					3					1								1				1	1							1	1			1			Converging Axes Boss Mon Uber	4																				mag																			64																								0
magicaxeuber	1787	1	4	1	5																												64								64												25	25			20			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1				1	1							1	1			1		1		4		8																		mag																			16			weapon_throw_1									magicaxeuberspawner							magicaxeuberspawner					0
magicaxeuberspawner	1788	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																																					16									magicaxeuberfury			magicaxeuberdebuff				magicaxeuberfury			magicaxeuberdebuff					0
magicaxeuberfury	1789	1	25	1	20																												40		1						40		1																	7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																																					16												magicaxeubertwo							magicaxeubertwo					0
magicaxeubertwo	1790	1	4	1	5																												64								64												25	25			20			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1				1	1							1	1			1		1		4		8																		mag																			16			weapon_throw_1									magicaxeuberspawnertwo							magicaxeuberspawnertwo					0
magicaxeuberspawnertwo	1791	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																																					16									magicaxeuberfurytwo			magicaxeuberdebuff				magicaxeuberfurytwo			magicaxeuberdebuff					0
magicaxeuberfurytwo	1792	1	25	1	20																												40		1						40		1																	7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																																					16												magicaxeuberthree							magicaxeuberthree					0
magicaxeuberthree	1793	1	4	1	5																												64								64												25	25			20			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1				1	1							1	1			1		1		4		8																		mag																			16			weapon_throw_1									magicaxeuberspawnerthree							magicaxeuberspawnerthree					0
magicaxeuberspawnerthree	1794	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																																					16									magicaxeuberfurythree			magicaxeuberdebuff				magicaxeuberfurythree			magicaxeuberdebuff					0
magicaxeuberfurythree	1795	1	25	1	20																												40		1						40		1																	7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																																					16												magicaxeuberfour							magicaxeuberfour					0
magicaxeuberfour	1796	1	4	1	5																												64								64												25	25			20			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1				1	1							1	1			1		1		4		8																		mag																			16			weapon_throw_1									magicaxeuberspawnerfour							magicaxeuberspawnerfour					0
magicaxeuberspawnerfour	1797	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																																					16									magicaxeuberfuryfour			magicaxeuberdebuff				magicaxeuberfuryfour			magicaxeuberdebuff					0
magicaxeuberfuryfour	1798	1	25	1	20																												40		1						40		1																	7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																																					16												magicaxeuberfive							magicaxeuberfive					0
magicaxeuberfive	1799	1	4	1	5																												64								64												25	25			20			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1				1	1							1	1			1		1		4		8																		mag																			16			weapon_throw_1									magicaxeuberspawnerfive							magicaxeuberspawnerfive					0
magicaxeuberspawnerfive	1800	19	30	15	29																												64								64																1			7		255	178	64	0	0	1	Fireball	1024	5	16					3	1				1								1					1							1	1			1				4		8																																					16									magicaxeuberfuryfive			magicaxeuberdebuff				magicaxeuberfuryfive			magicaxeuberdebuff					0
