monster	*index	hirelingAlternateVoice	*monster name	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	calc5	*calc5 desc	consumestat1	consumepar1	consumecalc1	consumestat2	consumepar2	consumecalc2	consumestat3	consumepar3	consumecalc3	consumestat4	consumepar4	consumecalc4	consumestat5	consumepar5	consumecalc5	numunderlingcalc	bindchancecalc	BoundStat1	BoundCalc1	BoundStat2	BoundCalc2	BoundStat3	BoundCalc3	BoundStat4	BoundCalc4	BoundStat5	BoundCalc5
hellbovine2	765		Hell Bovine	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_cold_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	strengthpercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	dexteritypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	vitalitypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	energypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	0	(pcl1*pcl3)?pcl2:0										
hellbovine3	766		Hell Bovine	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_pois_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	strengthpercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	dexteritypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	vitalitypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	energypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	0	(pcl1*pcl3)?pcl2:0										
hellbovine4	767		Ghost Bovine	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_wind_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	strengthpercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	dexteritypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	vitalitypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	energypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	0	(pcl1*pcl3)?pcl2:0										
hellbovine5	768		Ghost Bovine	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_fire_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	strengthpercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	dexteritypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	vitalitypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	energypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	0	(pcl1*pcl3)?pcl2:0										
hellbovine6	769		Ghost Bovine	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_mag2_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	strengthpercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	dexteritypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	vitalitypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	energypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	0	(pcl1*pcl3)?pcl2:0										
fetishblow1	396		Rat Man	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_damagetargetac		(-sksrc('Consume'.lvl)/2-5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetishblow2	397		Fetish	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_damagetargetac		(-sksrc('Consume'.lvl)/2-5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetishblow3	398		Flayer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_damagetargetac		(-sksrc('Consume'.lvl)/2-5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetishblow4	399		Soul Killer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_damagetargetac		(-sksrc('Consume'.lvl)/2-5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetishblow5	400		Stygian Doll	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_damagetargetac		(-sksrc('Consume'.lvl)/2-5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetishblow6	660		Flayer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_damagetargetac		(-sksrc('Consume'.lvl)/2-5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetishblow7	661		Stygian Doll	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_damagetargetac		(-sksrc('Consume'.lvl)/2-5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetishblow8	662		Soul Killer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_damagetargetac		(-sksrc('Consume'.lvl)/2-5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
reanimatedhorde1	437		Rot Walker	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_absorbmagic_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
reanimatedhorde2	438		Reanimated Horde	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_absorbmagic_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
reanimatedhorde3	439		Prowling Dead	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_absorbmagic_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
reanimatedhorde4	440		Unholy Corpse	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_absorbmagic_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
reanimatedhorde5	441		Defiled Warrior	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_absorbmagic_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
reanimatedhorde6	699		Unholy Corpse	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_absorbmagic_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
siegebeast1	442		Siege Beast	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_maxhp_percent		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
siegebeast2	443		Crush Beast	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_maxhp_percent		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
siegebeast3	444		Blood Bringer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_maxhp_percent		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
siegebeast4	445		Gore Bearer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_maxhp_percent		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
siegebeast5	446		Demon Steed	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_maxhp_percent		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
snowyeti1	447		Snow Drifter	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_absorbcold_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
snowyeti2	448		Abominable	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_absorbcold_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
snowyeti3	449		Chilled Froth	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_absorbcold_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
snowyeti4	450		Frozen Abyss	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_absorbcold_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
bloodpactsatyr	451		Bloodpact Satyr	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	strengthpercent		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100	damageresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
andarielforsakenscion	452		Andariel's Forsaken Scion	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_pierce		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	attackrate		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100	criticaldamage		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
plagueleaper	453		Plague Leaper	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_pois_pierce		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	passive_pois_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	poisonmindam		(sksrc('Consume'.lvl)*25+100)*(100+sksrc('Consume'.clc2))/100	poisonmaxdam		(sksrc('Consume'.lvl)*30+125)*(100+sksrc('Consume'.clc2))/100	poisonlength		25*(100+sksrc('Consume'.clc2))/100	0	(pcl1*pcl3)?pcl2:0										
minion1	454		Enslaved	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
minion2	455		Slayer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
minion3	456		Ice Boar	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
minion4	457		Fire Boar	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
minion5	458		Hell Spawn	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
minion6	459		Ice Spawn	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
minion7	460		Greater Hell Spawn	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
minion8	461		Greater Ice Spawn	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
minion9	683		Slayer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
minion10	684		Hell Spawn	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
minion11	685		Greater Hell Spawn	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
succubus1	470		Succubus	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicmindam		(sksrc('Consume'.lvl)*15+75)*(100+sksrc('Consume'.clc2))/100	magicmaxdam		(sksrc('Consume'.lvl)*20+100)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
succubus2	471		Vile Temptress	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicmindam		(sksrc('Consume'.lvl)*15+75)*(100+sksrc('Consume'.clc2))/100	magicmaxdam		(sksrc('Consume'.lvl)*20+100)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
succubus3	472		Stygian Harlot	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicmindam		(sksrc('Consume'.lvl)*15+75)*(100+sksrc('Consume'.clc2))/100	magicmaxdam		(sksrc('Consume'.lvl)*20+100)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
succubus4	473		Hell Temptress	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicmindam		(sksrc('Consume'.lvl)*15+75)*(100+sksrc('Consume'.clc2))/100	magicmaxdam		(sksrc('Consume'.lvl)*20+100)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
succubus5	474		Blood Temptress	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicmindam		(sksrc('Consume'.lvl)*15+75)*(100+sksrc('Consume'.clc2))/100	magicmaxdam		(sksrc('Consume'.lvl)*20+100)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
succubus6	635		Succubus	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicmindam		(sksrc('Consume'.lvl)*15+75)*(100+sksrc('Consume'.clc2))/100	magicmaxdam		(sksrc('Consume'.lvl)*20+100)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
succubus7	636		Hell Temptress	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicmindam		(sksrc('Consume'.lvl)*15+75)*(100+sksrc('Consume'.clc2))/100	magicmaxdam		(sksrc('Consume'.lvl)*20+100)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
succubus8	886		Hell Temptress	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicmindam		(sksrc('Consume'.lvl)*15+75)*(100+sksrc('Consume'.clc2))/100	magicmaxdam		(sksrc('Consume'.lvl)*20+100)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
succubuswitch1	475		Siren	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
succubuswitch2	476		Vile Witch	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
succubuswitch3	477		Stygian Fury	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
succubuswitch4	478		Blood Witch	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
succubuswitch5	479		Hell Witch	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
succubuswitch6	637		Siren	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
succubuswitch7	638		Hell Witch	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
succubuswitch8	639		Vile Witch	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
succubuswitch9	887		Vile Witch	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
overseer1	480		Overseer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
overseer2	481		Lasher	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
overseer3	482		Overlord	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
overseer4	483		Blood Boss	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
overseer5	484		Hell Whip	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
overseer6	891		Hell Whip	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
imp1	493		Demon Imp	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_demondamage_percent		(sksrc('Consume'.lvl)*5+50)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
imp2	494		Demon Rascal	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_demondamage_percent		(sksrc('Consume'.lvl)*5+50)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
imp3	495		Demon Gremlin	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_demondamage_percent		(sksrc('Consume'.lvl)*5+50)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
imp4	496		Demon Trickster	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_demondamage_percent		(sksrc('Consume'.lvl)*5+50)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
imp5	497		Demon Sprite	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_demondamage_percent		(sksrc('Consume'.lvl)*5+50)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
imp6	689		Demon Imp	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_demondamage_percent		(sksrc('Consume'.lvl)*5+50)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
imp7	690		Demon Trickster	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_demondamage_percent		(sksrc('Consume'.lvl)*5+50)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
